0.0,0.0,2561.0
0.0,0.05,2643.1225
0.0,0.1,2725.29
0.0,0.15,2807.5025
0.0,0.2,2889.76
0.0,0.25,2972.0625
0.0,0.3,3054.41
0.0,0.35,3136.8025
0.0,0.4,3219.24
0.0,0.45,3301.7225
0.0,0.5,3384.25
0.0,0.55,3466.8225
0.0,0.6,3549.44
0.0,0.65,3632.1025
0.0,0.7,3714.81
0.0,0.75,3797.5625
0.0,0.8,3880.36
0.0,0.85,3963.2025
0.0,0.9,4046.09
0.0,0.95,4129.0225
0.0,1.0,4212.0
0.05,0.0,2667.3675
0.05,0.05,2749.49
0.05,0.1,2831.6575
0.05,0.15,2913.87
0.05,0.2,2996.1275
0.05,0.25,3078.43
0.05,0.3,3160.7775
0.05,0.35,3243.17
0.05,0.4,3325.6075
0.05,0.45,3408.09
0.05,0.5,3490.6175
0.05,0.55,3573.19
0.05,0.6,3655.8075
0.05,0.65,3738.47
0.05,0.7,3821.1775
0.05,0.75,3903.93
0.05,0.8,3986.7275
0.05,0.85,4069.57
0.05,0.9,4152.4575
0.05,0.95,4235.39
0.05,1.0,4318.3675
0.1,0.0,2782.58
0.1,0.05,2864.7025
0.1,0.1,2946.87
0.1,0.15,3029.0825
0.1,0.2,3111.34
0.1,0.25,3193.6425
0.1,0.3,3275.99
0.1,0.35,3358.3825
0.1,0.4,3440.82
0.1,0.45,3523.3025
0.1,0.5,3605.83
0.1,0.55,3688.4025
0.1,0.6,3771.02
0.1,0.65,3853.6825
0.1,0.7,3936.39
0.1,0.75,4019.1425
0.1,0.8,4101.94
0.1,0.85,4184.7825
0.1,0.9,4267.67
0.1,0.95,4350.6025
0.1,1.0,4433.58
0.15,0.0,2906.6525
0.15,0.05,2988.775
0.15,0.1,3070.9425
0.15,0.15,3153.155
0.15,0.2,3235.4125
0.15,0.25,3317.715
0.15,0.3,3400.0625
0.15,0.35,3482.455
0.15,0.4,3564.8925
0.15,0.45,3647.375
0.15,0.5,3729.9025
0.15,0.55,3812.475
0.15,0.6,3895.0925
0.15,0.65,3977.755
0.15,0.7,4060.4625
0.15,0.75,4143.215
0.15,0.8,4226.0125
0.15,0.85,4308.855
0.15,0.9,4391.7425
0.15,0.95,4474.675
0.15,1.0,4557.6525
0.2,0.0,3039.6
0.2,0.05,3121.7225
0.2,0.1,3203.89
0.2,0.15,3286.1025
0.2,0.2,3368.36
0.2,0.25,3450.6625
0.2,0.3,3533.01
0.2,0.35,3615.4025
0.2,0.4,3697.84
0.2,0.45,3780.3225
0.2,0.5,3862.85
0.2,0.55,3945.4225
0.2,0.6,4028.04
0.2,0.65,4110.7025
0.2,0.7,4193.41
0.2,0.75,4276.1625
0.2,0.8,4358.96
0.2,0.85,4441.8025
0.2,0.9,4524.69
0.2,0.95,4607.6225
0.2,1.0,4690.6
0.25,0.0,3181.4375
0.25,0.05,3263.56
0.25,0.1,3345.7275
0.25,0.15,3427.94
0.25,0.2,3510.1975
0.25,0.25,3592.5
0.25,0.3,3674.8475
0.25,0.35,3757.24
0.25,0.4,3839.6775
0.25,0.45,3922.16
0.25,0.5,4004.6875
0.25,0.55,4087.26
0.25,0.6,4169.8775
0.25,0.65,4252.54
0.25,0.7,4335.2475
0.25,0.75,4418.0
0.25,0.8,4500.7975
0.25,0.85,4583.64
0.25,0.9,4666.5275
0.25,0.95,4749.46
0.25,1.0,4832.4375
0.3,0.0,3332.18
0.3,0.05,3414.3025
0.3,0.1,3496.47
