0.0,1116.0
0.01,1118.48
0.02,1120.96
0.03,1123.44
0.04,1125.92
0.05,1128.4
0.06,1130.88
0.07,1133.36
0.08,1135.84
0.09,1138.32
0.1,1140.8
0.11,1143.28
0.12,1145.76
0.13,1148.24
0.14,1150.72
0.15,1153.2
0.16,1155.68
0.17,1158.16
0.18,1160.64
0.19,1163.12
0.2,1165.6
0.21,1168.08
0.22,1170.56
0.23,1173.04
0.24,1175.52
0.25,1178.0
0.26,1180.48
0.27,1182.96
0.28,1185.44
0.29,1187.92
0.3,1190.4
0.31,1192.88
0.32,1195.36
0.33,1197.84
0.34,1200.32
0.35,1202.8
0.36,1205.28
0.37,1207.76
0.38,1210.24
0.39,1212.72
0.4,1215.2
0.41,1217.68
0.42,1220.16
0.43,1222.64
0.44,1225.12
0.45,1227.6
0.46,1230.08
0.47,1232.56
0.48,1235.04
0.49,1237.52
0.5,1240.0
0.51,1242.48
0.52,1244.96
0.53,1247.44
0.54,1249.92
0.55,1252.4
0.56,1254.88
0.57,1257.36
0.58,1259.84
0.59,1262.32
0.6,1264.8
0.61,1267.28
0.62,1269.76
0.63,1272.24
0.64,1274.72
0.65,1277.2
0.66,1279.68
0.67,1282.16
0.68,1284.64
0.69,1287.12
0.7,1289.6
0.71,1292.08
0.72,1294.56
0.73,1297.04
0.74,1299.52
0.75,1302.0
0.76,1304.48
0.77,1306.96
0.78,1309.44
0.79,1311.92
0.8,1314.4
0.81,1316.88
0.82,1319.36
0.83,1321.84
0.84,1324.32
0.85,1326.8
0.86,1329.28
0.87,1331.76
0.88,1334.24
0.89,1336.72
0.9,1339.2
0.91,1341.68
0.92,1344.16
0.93,1346.64
0.94,1349.12
0.95,1351.6
0.96,1354.08
0.97,1356.56
0.98,1359.04
0.99,1361.52
