0.0,394.75
0.01,411.4381
0.02,428.2024
0.03,445.0429
0.04,461.9596
0.05,478.9525
0.06,496.0216
0.07,513.1669
0.08,530.3884
0.09,547.6861
0.1,565.06
0.11,582.5101
0.12,600.0364
0.13,617.6389
0.14,635.3176
0.15,653.0725
0.16,670.9036
0.17,688.8109
0.18,706.7944
0.19,724.8541
0.2,742.99
0.21,761.2021
0.22,779.4904
0.23,797.8549
0.24,816.2956
0.25,834.8125
0.26,853.4056
0.27,872.0749
0.28,890.8204
0.29,909.6421
0.3,928.54
0.31,947.5141
0.32,966.5644
0.33,985.6909
0.34,1004.8936
0.35,1024.1725
0.36,1043.5276
0.37,1062.9589
0.38,1082.4664
0.39,1102.0501
0.4,1121.71
0.41,1141.4461
0.42,1161.2584
0.43,1181.1469
0.44,1201.1116
0.45,1221.1525
0.46,1241.2696
0.47,1261.4629
0.48,1281.7324
0.49,1302.0781
0.5,1322.5
0.51,1342.9981
0.52,1363.5724
0.53,1384.2229
0.54,1404.9496
0.55,1425.7525
0.56,1446.6316
0.57,1467.5869
0.58,1488.6184
0.59,1509.7261
0.6,1530.91
0.61,1552.1701
0.62,1573.5064
0.63,1594.9189
0.64,1616.4076
0.65,1637.9725
0.66,1659.6136
0.67,1681.3309
0.68,1703.1244
0.69,1724.9941
0.7,1746.94
0.71,1768.9621
0.72,1791.0604
0.73,1813.2349
0.74,1835.4856
0.75,1857.8125
0.76,1880.2156
0.77,1902.6949
0.78,1925.2504
0.79,1947.8821
0.8,1970.59
0.81,1993.3741
0.82,2016.2344
0.83,2039.1709
0.84,2062.1836
0.85,2085.2725
0.86,2108.4376
0.87,2131.6789
0.88,2154.9964
0.89,2178.3901
0.9,2201.86
0.91,2225.4061
0.92,2249.0284
0.93,2272.7269
0.94,2296.5016
0.95,2320.3525
0.96,2344.2796
0.97,2368.2829
0.98,2392.3624
0.99,2416.5181
