0.0,3651.375
0.01,3666.8057
0.02,3682.2378
0.03,3697.6713
0.04,3713.1062
0.05,3728.5425
0.06,3743.9802
0.07,3759.4193
0.08,3774.8598
0.09,3790.3017
0.1,3805.745
0.11,3821.1897
0.12,3836.6358
0.13,3852.0833
0.14,3867.5322
0.15,3882.9825
0.16,3898.4342
0.17,3913.8873
0.18,3929.3418
0.19,3944.7977
0.2,3960.255
0.21,3975.7137
0.22,3991.1738
0.23,4006.6353
0.24,4022.0982
0.25,4037.5625
0.26,4053.0282
0.27,4068.4953
0.28,4083.9638
0.29,4099.4337
0.3,4114.905
0.31,4130.3777
0.32,4145.8518
0.33,4161.3273
0.34,4176.8042
0.35,4192.2825
0.36,4207.7622
0.37,4223.2433
0.38,4238.7258
0.39,4254.2097
0.4,4269.695
0.41,4285.1817
0.42,4300.6698
0.43,4316.1593
0.44,4331.6502
0.45,4347.1425
0.46,4362.6362
0.47,4378.1313
0.48,4393.6278
0.49,4409.1257
0.5,4424.625
0.51,4440.1257
0.52,4455.6278
0.53,4471.1313
0.54,4486.6362
0.55,4502.1425
0.56,4517.6502
0.57,4533.1593
0.58,4548.6698
0.59,4564.1817
0.6,4579.695
0.61,4595.2097
0.62,4610.7258
0.63,4626.2433
0.64,4641.7622
0.65,4657.2825
0.66,4672.8042
0.67,4688.3273
0.68,4703.8518
0.69,4719.3777
0.7,4734.905
0.71,4750.4337
0.72,4765.9638
0.73,4781.4953
0.74,4797.0282
0.75,4812.5625
0.76,4828.0982
0.77,4843.6353
0.78,4859.1738
0.79,4874.7137
0.8,4890.255
0.81,4905.7977
0.82,4921.3418
0.83,4936.8873
0.84,4952.4342
0.85,4967.9825
0.86,4983.5322
0.87,4999.0833
0.88,5014.6358
0.89,5030.1897
0.9,5045.745
0.91,5061.3017
0.92,5076.8598
0.93,5092.4193
0.94,5107.9802
0.95,5123.5425
0.96,5139.1062
0.97,5154.6713
0.98,5170.2378
0.99,5185.8057
