0.0,0.0,264.0
0.0,0.05,276.4
0.0,0.1,288.8
0.0,0.15,301.2
0.0,0.2,313.6
0.0,0.25,326.0
0.0,0.3,338.4
0.0,0.35,350.8
0.0,0.4,363.2
0.0,0.45,375.6
0.0,0.5,388.0
0.0,0.55,400.4
0.0,0.6,412.8
0.0,0.65,425.2
0.0,0.7,437.6
0.0,0.75,450.0
0.0,0.8,462.4
0.0,0.85,474.8
0.0,0.9,487.2
0.0,0.95,499.6
0.0,1.0,512.0
0.05,0.0,342.09
0.05,0.05,354.49
0.05,0.1,366.89
0.05,0.15,379.29
0.05,0.2,391.69
0.05,0.25,404.09
0.05,0.3,416.49
0.05,0.35,428.89
0.05,0.4,441.29
0.05,0.45,453.69
0.05,0.5,466.09
0.05,0.55,478.49
0.05,0.6,490.89
0.05,0.65,503.29
0.05,0.7,515.69
0.05,0.75,528.09
0.05,0.8,540.49
0.05,0.85,552.89
0.05,0.9,565.29
0.05,0.95,577.69
0.05,1.0,590.09
0.1,0.0,421.76
0.1,0.05,434.16
0.1,0.1,446.56
0.1,0.15,458.96
0.1,0.2,471.36
0.1,0.25,483.76
0.1,0.3,496.16
0.1,0.35,508.56
0.1,0.4,520.96
0.1,0.45,533.36
0.1,0.5,545.76
0.1,0.55,558.16
0.1,0.6,570.56
0.1,0.65,582.96
0.1,0.7,595.36
0.1,0.75,607.76
0.1,0.8,620.16
0.1,0.85,632.56
0.1,0.9,644.96
0.1,0.95,657.36
0.1,1.0,669.76
0.15,0.0,503.01
0.15,0.05,515.41
0.15,0.1,527.81
0.15,0.15,540.21
0.15,0.2,552.61
0.15,0.25,565.01
0.15,0.3,577.41
0.15,0.35,589.81
0.15,0.4,602.21
0.15,0.45,614.61
0.15,0.5,627.01
0.15,0.55,639.41
0.15,0.6,651.81
0.15,0.65,664.21
0.15,0.7,676.61
0.15,0.75,689.01
0.15,0.8,701.41
0.15,0.85,713.81
0.15,0.9,726.21
0.15,0.95,738.61
0.15,1.0,751.01
0.2,0.0,585.84
0.2,0.05,598.24
0.2,0.1,610.64
0.2,0.15,623.04
0.2,0.2,635.44
0.2,0.25,647.84
0.2,0.3,660.24
0.2,0.35,672.64
0.2,0.4,685.04
0.2,0.45,697.44
