0.0,1183.75
0.01,1186.5201
0.02,1189.2904
0.03,1192.0609
0.04,1194.8316
0.05,1197.6025
0.06,1200.3736
0.07,1203.1449
0.08,1205.9164
0.09,1208.6881
0.1,1211.46
0.11,1214.2321
0.12,1217.0044
0.13,1219.7769
0.14,1222.5496
0.15,1225.3225
0.16,1228.0956
0.17,1230.8689
0.18,1233.6424
0.19,1236.4161
0.2,1239.19
0.21,1241.9641
0.22,1244.7384
0.23,1247.5129
0.24,1250.2876
0.25,1253.0625
0.26,1255.8376
0.27,1258.6129
0.28,1261.3884
0.29,1264.1641
0.3,1266.94
0.31,1269.7161
0.32,1272.4924
0.33,1275.2689
0.34,1278.0456
0.35,1280.8225
0.36,1283.5996
0.37,1286.3769
0.38,1289.1544
0.39,1291.9321
0.4,1294.71
0.41,1297.4881
0.42,1300.2664
0.43,1303.0449
0.44,1305.8236
0.45,1308.6025
0.46,1311.3816
0.47,1314.1609
0.48,1316.9404
0.49,1319.7201
0.5,1322.5
0.51,1325.2801
0.52,1328.0604
0.53,1330.8409
0.54,1333.6216
0.55,1336.4025
0.56,1339.1836
0.57,1341.9649
0.58,1344.7464
0.59,1347.5281
0.6,1350.31
0.61,1353.0921
0.62,1355.8744
0.63,1358.6569
0.64,1361.4396
0.65,1364.2225
0.66,1367.0056
0.67,1369.7889
0.68,1372.5724
0.69,1375.3561
0.7,1378.14
0.71,1380.9241
0.72,1383.7084
0.73,1386.4929
0.74,1389.2776
0.75,1392.0625
0.76,1394.8476
0.77,1397.6329
0.78,1400.4184
0.79,1403.2041
0.8,1405.99
0.81,1408.7761
0.82,1411.5624
0.83,1414.3489
0.84,1417.1356
0.85,1419.9225
0.86,1422.7096
0.87,1425.4969
0.88,1428.2844
0.89,1431.0721
0.9,1433.86
0.91,1436.6481
0.92,1439.4364
0.93,1442.2249
0.94,1445.0136
0.95,1447.8025
0.96,1450.5916
0.97,1453.3809
0.98,1456.1704
0.99,1458.9601
