0.0,0.0,2085.0
0.0,0.05,2162.1675
0.0,0.1,2239.37
0.0,0.15,2316.6075
0.0,0.2,2393.88
0.0,0.25,2471.1875
0.0,0.3,2548.53
0.0,0.35,2625.9075
0.0,0.4,2703.32
0.0,0.45,2780.7675
0.0,0.5,2858.25
0.0,0.55,2935.7675
0.0,0.6,3013.32
0.0,0.65,3090.9075
0.0,0.7,3168.53
0.0,0.75,3246.1875
0.0,0.8,3323.88
0.0,0.85,3401.6075
0.0,0.9,3479.37
0.0,0.95,3557.1675
0.0,1.0,3635.0
0.05,0.0,2196.672375
0.05,0.05,2273.839875
0.05,0.1,2351.042375
0.05,0.15,2428.279875
0.05,0.2,2505.552375
0.05,0.25,2582.859875
0.05,0.3,2660.202375
0.05,0.35,2737.579875
0.05,0.4,2814.992375
0.05,0.45,2892.439875
0.05,0.5,2969.922375
0.05,0.55,3047.439875
0.05,0.6,3124.992375
0.05,0.65,3202.579875
0.05,0.7,3280.202375
0.05,0.75,3357.859875
0.05,0.8,3435.552375
0.05,0.85,3513.279875
0.05,0.9,3591.042375
0.05,0.95,3668.839875
0.05,1.0,3746.672375
0.1,0.0,2318.299
0.1,0.05,2395.4665
0.1,0.1,2472.669
0.1,0.15,2549.9065
0.1,0.2,2627.179
0.1,0.25,2704.4865
0.1,0.3,2781.829
0.1,0.35,2859.2065
0.1,0.4,2936.619
0.1,0.45,3014.0665
0.1,0.5,3091.549
0.1,0.55,3169.0665
0.1,0.6,3246.619
0.1,0.65,3324.2065
0.1,0.7,3401.829
0.1,0.75,3479.4865
0.1,0.8,3557.179
0.1,0.85,3634.9065
0.1,0.9,3712.669
0.1,0.95,3790.4665
0.1,1.0,3868.299
0.15,0.0,2449.894125
0.15,0.05,2527.061625
0.15,0.1,2604.264125
0.15,0.15,2681.501625
0.15,0.2,2758.774125
0.15,0.25,2836.081625
0.15,0.3,2913.424125
0.15,0.35,2990.801625
0.15,0.4,3068.214125
0.15,0.45,3145.661625
0.15,0.5,3223.144125
0.15,0.55,3300.661625
0.15,0.6,3378.214125
0.15,0.65,3455.801625
0.15,0.7,3533.424125
0.15,0.75,3611.081625
0.15,0.8,3688.774125
0.15,0.85,3766.501625
0.15,0.9,3844.264125
0.15,0.95,3922.061625
0.15,1.0,3999.894125
0.2,0.0,2591.472
0.2,0.05,2668.6395
0.2,0.1,2745.842
0.2,0.15,2823.0795
0.2,0.2,2900.352
0.2,0.25,2977.6595
