0.0,4024.5
0.01,4040.9209
0.02,4057.3436
0.03,4073.7681
0.04,4090.1944
0.05,4106.6225
0.06,4123.0524
0.07,4139.4841
0.08,4155.9176
0.09,4172.3529
0.1,4188.79
0.11,4205.2289
0.12,4221.6696
0.13,4238.1121
0.14,4254.5564
0.15,4271.0025
0.16,4287.4504
0.17,4303.9001
0.18,4320.3516
0.19,4336.8049
0.2,4353.26
0.21,4369.7169
0.22,4386.1756
0.23,4402.6361
0.24,4419.0984
0.25,4435.5625
0.26,4452.0284
0.27,4468.4961
0.28,4484.9656
0.29,4501.4369
0.3,4517.91
0.31,4534.3849
0.32,4550.8616
0.33,4567.3401
0.34,4583.8204
0.35,4600.3025
0.36,4616.7864
0.37,4633.2721
0.38,4649.7596
0.39,4666.2489
0.4,4682.74
0.41,4699.2329
0.42,4715.7276
0.43,4732.2241
0.44,4748.7224
0.45,4765.2225
0.46,4781.7244
0.47,4798.2281
0.48,4814.7336
0.49,4831.2409
0.5,4847.75
0.51,4864.2609
0.52,4880.7736
0.53,4897.2881
0.54,4913.8044
0.55,4930.3225
0.56,4946.8424
0.57,4963.3641
0.58,4979.8876
0.59,4996.4129
0.6,5012.94
0.61,5029.4689
0.62,5045.9996
0.63,5062.5321
0.64,5079.0664
0.65,5095.6025
0.66,5112.1404
0.67,5128.6801
0.68,5145.2216
0.69,5161.7649
0.7,5178.31
0.71,5194.8569
0.72,5211.4056
0.73,5227.9561
0.74,5244.5084
0.75,5261.0625
0.76,5277.6184
0.77,5294.1761
0.78,5310.7356
0.79,5327.2969
0.8,5343.86
0.81,5360.4249
0.82,5376.9916
0.83,5393.5601
0.84,5410.1304
0.85,5426.7025
0.86,5443.2764
0.87,5459.8521
0.88,5476.4296
0.89,5493.0089
0.9,5509.59
0.91,5526.1729
0.92,5542.7576
0.93,5559.3441
0.94,5575.9324
0.95,5592.5225
0.96,5609.1144
0.97,5625.7081
0.98,5642.3036
0.99,5658.9009
