0.0,388.0
0.01,403.4916
0.02,419.0464
0.03,434.6644
0.04,450.3456
0.05,466.09
0.06,481.8976
0.07,497.7684
0.08,513.7024
0.09,529.6996
0.1,545.76
0.11,561.8836
0.12,578.0704
0.13,594.3204
0.14,610.6336
0.15,627.01
0.16,643.4496
0.17,659.9524
0.18,676.5184
0.19,693.1476
0.2,709.84
0.21,726.5956
0.22,743.4144
0.23,760.2964
0.24,777.2416
0.25,794.25
0.26,811.3216
0.27,828.4564
0.28,845.6544
0.29,862.9156
0.3,880.24
0.31,897.6276
0.32,915.0784
0.33,932.5924
0.34,950.1696
0.35,967.81
0.36,985.5136
0.37,1003.2804
0.38,1021.1104
0.39,1039.0036
0.4,1056.96
0.41,1074.9796
0.42,1093.0624
0.43,1111.2084
0.44,1129.4176
0.45,1147.69
0.46,1166.0256
0.47,1184.4244
0.48,1202.8864
0.49,1221.4116
0.5,1240.0
0.51,1258.6516
0.52,1277.3664
0.53,1296.1444
0.54,1314.9856
0.55,1333.89
0.56,1352.8576
0.57,1371.8884
0.58,1390.9824
0.59,1410.1396
0.6,1429.36
0.61,1448.6436
0.62,1467.9904
0.63,1487.4004
0.64,1506.8736
0.65,1526.41
0.66,1546.0096
0.67,1565.6724
0.68,1585.3984
0.69,1605.1876
0.7,1625.04
0.71,1644.9556
0.72,1664.9344
0.73,1684.9764
0.74,1705.0816
0.75,1725.25
0.76,1745.4816
0.77,1765.7764
0.78,1786.1344
0.79,1806.5556
0.8,1827.04
0.81,1847.5876
0.82,1868.1984
0.83,1888.8724
0.84,1909.6096
0.85,1930.41
0.86,1951.2736
0.87,1972.2004
0.88,1993.1904
0.89,2014.2436
0.9,2035.36
0.91,2056.5396
0.92,2077.7824
0.93,2099.0884
0.94,2120.4576
0.95,2141.89
0.96,2163.3856
0.97,2184.9444
0.98,2206.5664
0.99,2228.2516
